DNI,Apellidos,Nombre,Sexo,Salario,CP,Provincia
99965065G,Moreno Bermúdez,Rubén,H,1653.79€,38,Santa Cruz de Tenerife
32184933K,Barral Murcia,Santiago,H,798.79€,41,Sevilla
3593876B,Bolívar Lahoz,Roberto Juan,H,1863.42€,12,Castellón
38877589E,Fernández Gallego,Rodrigo,H,2220.49€,29,Málaga
74151018F,Gutiérrez Sebastián,Raquel,M,3066.76€,8,Barcelona
87237493B,Baena Iglesias,Faustiniano,H,2009.09€,9,Burgos
22029760S,González Pérez,Estanislao,H,3578.51€,28,Madrid
37116272E,Molina León,Mariam,M,3188.08€,35,Las Palmas
46926847Q,López Vila,AiNMoa,M,993.02€,8,Barcelona
68696947H,Ávila García,Begoña,M,852.54€,41,Sevilla
36037239B,Sanroman Vilanova,Óscar,H,1114.91€,22,Huesca
97370737F,Nicolás Cabrera,Gema,M,2260.34€,21,Huelva
19852544W,Lema Peña,Jesús,H,1599.56€,20,Guipúzcoa
19846321N,Cabrera Pérez,Ana,M,1374.12€,39,Cantabria
20474558G,Martínez Cantero,Olga,M,2988.32€,35,Las Palmas
95783397N,Lucas Martín,Francisco Javier,H,2033.29€,36,Pontevedra
6147561Y,Martínez Yeste,Nicanor,H,3020.8€,28,Madrid
36508064A,Machado Samaniego,Anaís,M,3430.39€,41,Sevilla
83878882K,Guerrero Moya,Carlos Alberto,H,1598.71€,18,Granada
39602626F,Trinidad González,Ricardo,H,1654.83€,41,Sevilla
70045413V,Berenguer Galindo,Nuria,M,3569.68€,26,La Rioja
87574293E,Hidalgo Galán,Victoria,M,3419.88€,8,Barcelona
31949484T,Pujante García,Noelia,M,1867.96€,4,Almería
49789819V,García Zapata,Blanca,M,2017.09€,25,Lérida
76254642M,Vallejos Sierra,Polixena,M,1779.44€,8,Barcelona
60999073Z,Rodríguez Martín,Sergio,H,748.86€,37,Salamanca
12650650Y,Jiménez Plaza,María de la Paloma,M,1245.26€,11,Cádiz
35828885Z,Martínez Martínez,Fermín,H,1417.13€,11,Cádiz
62206210L,Ortiz Mansilla,Rosaura,M,2750.44€,11,Cádiz
47566595L,Rodrigues Chica,Cecilia,M,1626.85€,39,Cantabria
33592903T,Rubio Ribera,María del Valle,M,3296.42€,20,Guipúzcoa
99514982P,Llarena Navarrete,Celia,M,1072.68€,13,Ciudad Real
10318159Z,David Delgado,José Guillermo,H,3080.12€,46,Valencia
38518652T,Bustamante Jorge,Casio,H,2378.94€,46,Valencia
86589396P,Padilla Navarro,Blas,H,3412.43€,3,Alicante
60456195M,Torres Morcillo,Jorge,H,1362.96€,11,Cádiz
46434141Q,López Gómez,Jesús,H,3239.18€,4,Almería
86269256M,Antón Tineo,Mayte,M,2585.95€,11,Cádiz
92897580M,Lema Borrás,María Celia,M,2773.35€,28,Madrid
11354000G,Martins Pereira,Rubén,H,1179.6€,29,Málaga
23893236P,Tena Román,Francisco Manuel,H,623.27€,21,Huelva
59953902D,Pacheco Díaz,Giovanna,M,1018.82€,43,Tarragona
95644579E,López Cámara,Isaías,H,2585.41€,43,Tarragona
85835306L,Martínez Medina,Carlos,H,3318.1€,23,Jaén
70364201W,Cañete Cruz,Amalia,M,2656.9€,8,Barcelona
19455387D,Puerto Borrero,Mafalda,M,3519.96€,3,Alicante
73297975B,Ribes Gómez,Inmaculada,M,772.14€,16,Cuenca
55690964Y,García Vera,Luis Alberto,H,2417.89€,1,Álava
76628159W,Beteta Novella,Cecilia,M,1255.02€,35,Las Palmas
32817726S,Atienza Piza,Ana María,M,702.35€,28,Madrid
29781962K,Rovira Pazos,Martín,H,2744.97€,48,Vizcaya
67832604S,San José Ballesteros,Adela,M,2567.09€,48,Vizcaya
92919432F,Carceller Peña,Andrei,H,2657.81€,27,Lugo
72604180B,Martínez Vargas,María de las Nieves,M,2586.01€,29,Málaga
32952116Q,Moratalla Dorado,Estefania,M,2604.02€,27,Lugo
84111750Z,Echeverría León,Montserrat,M,3327.91€,50,Zaragoza
69235040A,Bartolomé Valido,Mayte,M,1145.0€,36,Pontevedra
46774938E,García Jiménez,Antonia,M,1071.69€,21,Huelva
23630366M,Asensio Toledo,Jésica,M,1126.82€,14,Córdoba
99352133E,García González,Ignacio,H,1609.48€,26,La Rioja
31199198C,Bueno Martínez,Celinda,M,1409.19€,9,Burgos
49054588G,Solano del Pozo,Estefania,M,3463.31€,15,La Coruña
2264919V,Bravo García,Germán,H,3190.81€,17,Gerona
84528213Q,Collazos Bernal,Silvia,M,1517.09€,20,Guipúzcoa
22619872Q,González Bohorquez,Simón,H,1420.62€,41,Sevilla
52528961C,Novas Castello,Julio José,H,3093.4€,28,Madrid
19518299Q,García Ruiz,Aitana,M,2844.62€,48,Vizcaya
32979916D,Fernández Hernández,Ándoni,H,3040.02€,21,Huelva
69800275J,Muñoz Fernández,Alicia,M,1451.41€,28,Madrid
18355519R,Sánchez Calvo,Nieves,M,3479.71€,41,Sevilla
50699851P,Jiménez Esteban,Héctor,H,3093.93€,37,Salamanca
77885618M,Almagro Marín,Julio,H,1205.18€,35,Las Palmas
30968927W,García Guerrero,Irene,M,2543.01€,28,Madrid
48990995Y,Rodríguez Dols,Mónica,M,3346.63€,12,Castellón
21947363G,Cano Marín,Natasha,M,3599.4€,4,Almería
98922480D,Luque Díaz,Rafael,H,2119.23€,14,Córdoba
86867735R,Hortal Becerra,Sara,M,1098.51€,18,Granada
82234445S,García Vidal,Daniel,H,3281.32€,7,Baleares
78425795G,Puente Alonso,Almudena,M,897.33€,10,Cáceres
45125213H,Tello González,Adriana,M,2149.29€,4,Almería
5588297X,Sendra Rodrigo,Estrella,M,1459.73€,11,Cádiz
98653537M,Montoro Sánchez,Augusto,H,1762.53€,36,Pontevedra
41549284Z,González Guijo,Sofía,M,1447.98€,45,Toledo
69411439S,Ortega Pérez,África,M,3350.76€,5,Ávila
76172389T,Ledesma Calvo,Julián,H,1289.38€,46,Valencia
606293J,Mejías Serra,Violeta,M,1798.85€,41,Sevilla
93345983T,Romano Domínguez,Carlos,H,792.1€,28,Madrid
98073793E,Ortiz Lobato,Ángel,H,2140.13€,7,Baleares
51293486J,Tamayo Calvo,Jesús,H,1319.45€,13,Ciudad Real
16090119D,Moreno Nieto,María de las Nieves,M,3443.56€,30,Murcia
51573480M,Marcos Escribano,Isidro,H,3353.09€,24,León
45746009K,Pérez Trias,María Emilia,M,2131.94€,36,Pontevedra
69511750T,Fernández San Emeterio,Abigail,M,3549.71€,15,La Coruña
85044494Q,Flores García,Yolanda,M,1014.71€,28,Madrid
59055900L,Aparicio Cañizares,Isabel María,M,2960.23€,12,Castellón
32932152Q,Cabrera Alonso,Julio José,H,1010.91€,50,Zaragoza
42145950Z,Navarro Simarro,Juan Carlos,H,2283.71€,29,Málaga
99503132A,Rodríguez González,Clara,M,1941.83€,8,Barcelona
4952016R,Serrano López,Amelina,M,1987.78€,17,Gerona
69145355H,Fernández Saiz,Hortensia,M,2293.82€,28,Madrid
88731335A,Navarro Macías,Sabrina,M,2474.84€,36,Pontevedra
92136077D,Nieto Domínguez,Vanesa,M,784.74€,3,Alicante
24277011M,Tomás Soldevila,Nicolás,H,2105.37€,41,Sevilla
30034268V,Heredia Sanz,Inés,M,850.27€,50,Zaragoza
88333403V,Mestres Landa,Julio José,H,2720.95€,3,Alicante
241639R,García Fernández,Blas,H,1125.17€,27,Lugo
84988814L,Bueso Carrero,Raúl,H,1016.88€,17,Gerona
81582609E,Urbaneja Gárate,María del Valle,M,3097.38€,49,Zamora
81663227W,Gómez García,Lucía,M,893.8€,41,Sevilla
74142645Y,Benavente González,Mariano,H,718.43€,15,La Coruña
69313186H,Galdeano Jiménez,José Luis,H,2228.11€,2,Albacete
88549138N,Sanchiz Estévez,Ceferino,H,860.7€,32,Ourense
10990819Q,Valero Sanjuan,Ramón,H,1818.03€,38,Santa Cruz de Tenerife
50211015Z,Rodríguez Mora,Sonia,M,1510.04€,8,Barcelona
87720034N,Castellano Almeida,Inés,M,2828.02€,28,Madrid
87772466G,Gálvez Moreno,Basilio,H,1001.96€,32,Ourense
21278728W,Bravo Montes,Minerva,M,1624.52€,28,Madrid
69389165M,Nieto Sillero,Soledad,M,2871.63€,28,Madrid
30076726V,Argüello García,Juan,H,2493.5€,28,Madrid
9797103T,Fernández Velasco,Minerva,M,1053.75€,14,Córdoba
66758971E,Santana Díaz,Paz,M,1394.17€,28,Madrid
92096328G,de Miguel Mesa,Pablo,H,689.99€,23,Jaén
58992434X,Vega Rodríguez,Feliciano,H,2435.07€,50,Zaragoza
94484212M,Piquero Victoria,Antonela,M,1272.61€,41,Sevilla
72352006D,Castro Robledo,Sheila,M,2480.41€,8,Barcelona
39802384X,Nieto Mariscal,Aurora,M,755.58€,3,Alicante
85230814J,Rosell Vázquez,Elisandro,H,2788.43€,14,Córdoba
67852546Q,Villaescusa de Diego,Mar,M,2723.51€,48,Vizcaya
88877410M,Jiménez Puertas,Silvia,M,2452.79€,48,Vizcaya
82321292Z,Lucena Tena,Gloria,M,1238.71€,15,La Coruña
34306657H,Moreno Heredia,Constanza,M,2026.43€,44,Teruel
28352073L,Manzano Domínguez,Gaspar,H,2242.64€,28,Madrid
54931601B,López Cano,Anabel,M,938.63€,28,Madrid
88020816T,Fernández García,Aitor,H,916.21€,20,Guipúzcoa
16995332B,García Velasquez,Beatriz Elena,M,3316.59€,28,Madrid
31104852C,Parra Fuentes,Nicolette,M,3389.81€,33,Asturias
36608721N,Eslava Rivas,Rafael,H,1756.15€,38,Santa Cruz de Tenerife
61664711D,Moreno Gómez,Eva,M,2216.54€,29,Málaga
54472267X,Toapanta Muresan,Baldomero,H,1380.98€,31,Navarra
58354735D,Mansilla Costa,José María,H,2797.72€,39,Cantabria
58916675J,Martí Cobos,Renata,M,629.93€,33,Asturias
11498098F,Frutos Peral,Esther,M,1087.55€,47,Valladolid
81162840A,López Plaza,Adrián,H,3328.57€,46,Valencia
23449485L,González Díaz,Mario,H,2652.44€,14,Córdoba
69790967C,Polanco Pérez,Aurora,M,3458.03€,23,Jaén
13456258Q,Zamora Aguayo,Sara,M,2159.35€,8,Barcelona
55121433R,Mallo Cano,Julia,M,1124.31€,6,Badajoz
74135964H,Paredes Álvarez,Francisco de Asís,H,3398.06€,20,Guipúzcoa
89034867G,Díez Monroy,Federico,H,3560.48€,15,La Coruña
76021658B,López Aranda,Belén,M,2673.27€,45,Toledo
46871678R,Olaya Laso,Ignacio,H,1834.87€,41,Sevilla
38781078L,Bouza Jiménez,Jerónimo,H,3147.82€,38,Santa Cruz de Tenerife
90315177L,Sánchez Ruiz,Luisa,M,1579.63€,24,León
54273477D,Jiménez Riestra,Severino,H,3178.62€,8,Barcelona
53128132H,Curiel Fernández,Emilia,M,2547.88€,19,Guadalajara
96338129F,Mellado Bethencourt,Manuel,H,1705.07€,50,Zaragoza
44518631S,Muñoz Iglesias,Josefina,M,2725.64€,6,Baleares
16068527Z,Conde Rodríguez,Bonifacio,H,1060.12€,20,Guipúzcoa
91683002B,Rodríguez Segura,Violeta,M,899.35€,8,Barcelona
47460387W,Balboa Reina,Alexis,H,3549.68€,7,Baleares
17324768H,Villar Montero,Alexia,M,863.85€,14,Córdoba
27061884S,Barrero Vega,Juan Manuel,H,3551.81€,8,Barcelona
77979737P,Campos Gamero,Adriana,M,3463.71€,29,Málaga
20120557L,Mateos Miñano,Alejandro,H,2628.72€,50,Zaragoza
62776934K,Obregon Serra,Diego,H,2525.98€,43,Tarragona
94420189Z,Fernández Pomares,Pablo José,H,3017.34€,3,Alicante
62508638C,Riu Rodríguez,Ignacio,H,860.88€,28,Madrid
58427012C,Cañas Riera,Margarita,M,2304.88€,18,Granada
87933743M,Castilla González,Agustín,H,3293.04€,8,Barcelona
91600028K,Lozano Díaz,Victor,H,2931.67€,28,Madrid
21147882A,Vega Hernández,Francisco,H,2317.38€,2,Albacete
18034577R,Solá Montilla,Mario,H,3362.27€,25,Lérida
81359217Y,Baños Ferrándiz,Estefania,M,2145.6€,1,Álava
78458345D,Sierra Dorado,Juan Pablo,H,1185.74€,28,Madrid
37936670X,Rivera Sánchez,Heraclio,H,1580.8€,31,Navarra
25629731A,Núñez Cobo,Antonela,M,1546.0€,46,Valencia
260588K,Macarro García,Yedra,M,2305.44€,31,Navarra
32231420W,Calvo Palomares,Alejandra,M,3053.65€,35,Las Palmas
1505467W,Fuentes Pérez,Virginia,M,2531.9€,41,Sevilla
53427125B,García Muñoz,Elías,H,1720.62€,30,Murcia
97508422Z,López Galindo,Erasmo,H,802.97€,15,La Coruña
15563435W,Matos Muñiz,Ana,M,1410.57€,8,Barcelona
52501586S,Pérez Soto,Mónica,M,3563.86€,18,Granada
12446338A,Raya Pérez,Paula,M,1372.07€,3,Alicante
40574700D,Colado González,Lamberto,H,3495.48€,52,Melilla
27785152W,Martín García,Victoria,M,2570.18€,20,Guipúzcoa
69836673W,Navajas Lera,Eugenio,H,805.11€,31,Navarra
80544795Z,Giráldez López,Noelia,M,1848.64€,46,Valencia
29600041F,Mendoza Sandoval,Ruth,M,3534.41€,18,Granada
15037857C,Garrido de Sousa,Alejandro,H,1421.9€,30,Murcia
68445886W,Navarro Pacheco,Samuel,H,3550.29€,8,Barcelona
52764875T,Pozo Gordillo,Amor,M,2438.69€,24,León
61352251G,Ripoll Gutiérrez,Inmaculada,M,1332.94€,8,Barcelona
53607137W,Barba González,Sergio,H,3390.67€,46,Valencia
486887T,Freire Solano,Ivón,M,833.29€,50,Zaragoza
32510192Z,Rodríguez Mercader,Sabino,H,1116.09€,50,Zaragoza
9764010G,Cava Ortiz,Irene,M,920.41€,8,Barcelona
68975688E,Alonso García,Hilario,H,3116.57€,3,Alicante
5520024R,Díaz Conde,Esteban,H,926.64€,3,Alicante
72398091W,Martínez Díaz,Américo,H,2549.24€,19,Guadalajara
2038346V,Teixido Lozano,Antonio,H,1186.46€,3,Alicante
10623812C,Vila Montiel,Victoria,M,1656.31€,8,Barcelona
43199369X,Benítez Pérez,Mauricio,H,1683.72€,28,Madrid
23342483J,Muñoz García,Margarita,M,2765.29€,31,Navarra
61986354C,Pérez Peláez,Ignacio,H,1914.85€,8,Barcelona
69500828A,Soria Vera,Henar,M,3445.53€,28,Madrid
64367547T,Borrego Millán,Cecilia,M,2053.07€,3,Alicante
59503043L,Escalera García,Evelina,M,688.22€,45,Toledo
69312344G,Mayordomo Augusto,Marta,M,2686.09€,35,Las Palmas
1360177A,Lozano Arrebola,Pelayo,H,3228.44€,46,Valencia
33185590V,Rodríguez Viñas,Patrocinio,H,788.59€,28,Madrid
15194015P,Menéndez Barrera,Ceferino,H,628.14€,12,Castellón
44987420H,Vitoria Álvarez,Alejandro,H,1687.42€,27,Lugo
4795424Q,Sierra Caro,Esther,M,2660.44€,8,Barcelona
4042320R,Muñoz Benítez,Ana,M,1354.76€,50,Zaragoza
97677693M,Soler Cardenal,Iván,H,1688.47€,7,Baleares
18653254R,Mena Gómez,Néstor,H,2210.52€,28,Madrid
97834072F,Fernández María,Alfonso,H,2319.45€,28,Madrid
82476059Z,Fernández Juárez,Eva,M,1283.28€,8,Barcelona
26974869D,Martínez Caballero,Mesalina,M,2978.81€,41,Sevilla
64173619P,Pagan Macías,Rosa,M,1139.26€,3,Alicante
41340442N,López Hernández,Juan,H,3423.58€,10,Cáceres
59204706S,Hernández Berzal,Alma,M,2775.05€,22,Huesca
406396D,Sales Rubio,Roberto,H,3473.42€,23,Jaén
4002021K,Cesar Arruabarrena,Mónica,M,1033.77€,46,Valencia
71248538N,de la Puente Humanes,Juan Pedro,H,645.07€,11,Cádiz
598574E,Jodar Fuertes,Pedro,H,2161.34€,39,Cantabria
85537219N,Pajuelo Rodríguez,Fabián,H,1338.46€,4,Almería
81959515G,Mestres Crespo,Jorge,H,3502.09€,47,Valladolid
24790297T,Ayuso Hernández,Melisenda,M,2034.83€,28,Madrid
7543574B,Reinoso Galán,Sandra,M,1938.0€,8,Barcelona
10526108C,Caro García,Samuel,H,3565.99€,41,Sevilla
87317646D,Caballero Pérez,Montserrat,M,3416.7€,27,Lugo
78404149R,del Río Pop,Pedro Miguel,H,1227.02€,8,Barcelona
17630707B,Manrique González,Isabel,M,1469.0€,8,Barcelona
45591408A,Villar Zarzuela,Vivian,M,798.56€,8,Barcelona
80757159L,Colmenero García,Felipe,H,1180.88€,28,Madrid
56903364F,González Martínez,Miguel,H,779.66€,36,Pontevedra
22971009N,Martín Rivas,Umberto,H,3118.02€,8,Barcelona
53385260Y,Mora Bejarano,Mónica,M,2305.31€,46,Valencia
24823952Y,Sarmiento Sánchez,Josefina,M,1678.42€,28,Madrid
24753191Q,Padilla Morcillo,María Remedios,M,1724.92€,11,Cádiz
7673460Q,García Pou,Almudena,M,1511.84€,28,Madrid
29525549N,Suárez Acedo,Nieves,M,1178.99€,19,Guadalajara
57929523K,González Lado,Ramón,H,2750.27€,3,Alicante
30950292C,Bolaños Pavón,Roberto,H,2152.13€,30,Murcia
75136607T,Morales Moreno,María,M,1864.21€,29,Málaga
57367110G,Calvo Velasco,Martín,H,1962.87€,28,Madrid
71743907F,Esparza González,Laura,M,3032.81€,24,León
49017569S,Sánchez Sánchez,Lázaro,H,926.26€,32,Ourense
35792922T,Márquez Rodríguez,Óscar,H,2796.26€,15,La Coruña
63300594V,Giménez Pérez,Alberto,H,2087.53€,2,Albacete
57004941Q,Rollan Vivancos,Florinda,M,764.97€,42,Soria
33021959P,Lorenzo Rico,Justo,H,3456.7€,23,Jaén
60808231A,Díez Calderón,Flavia,M,2877.13€,21,Huelva
80449473G,Imaz Navarro,Jaime,H,1699.45€,28,Madrid
72318391C,Belloso Fraguas,Renato,H,725.21€,7,Baleares
99292298X,Valderrama Martos,Miguel Angel,H,2773.52€,8,Barcelona
76476822M,Iglesias Pérez,Francisco,H,1178.36€,50,Zaragoza
9592722C,Martínez Moreno,Ildefonso,H,697.06€,3,Alicante
64449386M,Herrera Buitrago,Gustavo,H,794.08€,4,Almería
41658979E,Valles Muñoz,Dalila,M,2042.75€,28,Madrid
77666081A,Castillo Mendiola,Miguel,H,2485.52€,15,La Coruña
6472712Y,Velasco Palacios,Estrella,M,1054.14€,35,Las Palmas
26906217N,Porta Ramos,Daniel,H,2754.57€,18,Granada
95556477X,de León Jiménez,Rocío,M,3057.16€,30,Murcia
76652856C,Díaz Campos,Lourdes,M,3443.03€,43,Tarragona
24354886W,Moreno Navajas,Miriam,M,2806.8€,8,Barcelona
26293502V,Gracia Jiménez,Rodrigo,H,1839.78€,19,Guadalajara
83224601K,Piñol Vivas,Soraya,M,1175.84€,11,Cádiz
76056977W,Martín Manzano,Palmiro,H,820.79€,28,Madrid
99787845E,Hierro Izquierdo,Aarón,H,1406.99€,41,Sevilla
52962375E,Chinchilla Gallego,Benita,M,1216.11€,28,Madrid
98513589N,Girón Hernández,Cirineo,H,1653.51€,28,Madrid
61315649H,Vidal Medina,María del Rocío,M,2285.7€,45,Toledo
87969455K,Benítez Catalá,Gregorio,H,2504.2€,3,Alicante
63911239N,Ortiz García,José Germán,H,2050.29€,11,Cádiz
25442908D,Abad Conesa,Blas,H,1299.46€,38,Santa Cruz de Tenerife
49255735Q,Herrera Serrano,Braulio,H,1536.84€,9,Burgos
31956673J,Aguado García,Esther,M,1606.6€,48,Vizcaya
81691297N,Belda Fernández,Constanza,M,3049.64€,32,Ourense
29683049P,Rosales Luis,Begoña,M,2936.46€,28,Madrid
4809234A,Alemany Moreno,Juan Pablo,H,2419.63€,28,Madrid
87163781Z,Martínez Jiménez,Luis Miguel,H,3493.61€,9,Burgos
93246978X,Pérez Díaz,Lucía,M,2387.39€,15,La Coruña
16524148M,Miguélez Rodríguez,Juan Carlos,H,1191.31€,34,Palencia
47780474K,Ferrer González,Rebeca,M,2672.85€,39,Cantabria
19175759S,Montiel Alonso,Vanesa,M,2704.17€,45,Toledo
57172043T,Cruz Pérez,Alba,M,728.82€,20,Guipúzcoa
12664825J,Barrul González,Esteban,H,741.72€,8,Barcelona
15811931Y,de Oliveira Montejano,Sara,M,1281.16€,33,Asturias
48860575L,Madrid González,Victoria,M,2908.46€,4,Almería
76788012M,da Silva García,Álex,H,2658.62€,2,Albacete
2299129A,Gallego Camba,José Luis,H,1267.89€,15,La Coruña
28308763H,Herrero Romero,Ana Cecilia,M,1006.79€,46,Valencia
34096173F,Blanco González,Daniel,H,1485.21€,3,Alicante
29752305B,de la Fuente González,Julián,H,2176.38€,28,Madrid
30499042F,Sánchez Mata,Iñigo,H,2012.79€,8,Barcelona
9070487T,Sánchez López,María de la Gloria,M,2555.8€,28,Madrid
52134990Q,Monte Torres,Ángel,H,3173.0€,41,Sevilla
62579271C,Cabrera Núñez,César,H,3074.36€,15,La Coruña
78784498E,Borja Rodríguez,Emilio,H,2041.45€,21,Huelva
72741490B,Sánchez Aguilar,Pablo José,H,2997.19€,25,Lérida
80710872P,Benito Valera,Victor Manuel,H,1240.58€,15,La Coruña
60508070S,García Rodríguez,Ismael,H,2940.52€,50,Zaragoza
19042424B,Bao Gutiérrez,María Victoria,M,3007.32€,11,Cádiz
61930363B,Sánchez Morales,Rocío,M,3497.72€,47,Valladolid
69450259B,Rivas Cruz,Matías,H,1230.36€,8,Barcelona
89577150Q,García Rodríguez,Nemesio,H,1239.8€,28,Madrid
62600820H,Moya Torres,Raquel,M,3483.05€,39,Cantabria
37961284Z,López Durán,Isabel,M,3160.91€,41,Sevilla
45981572H,Martín Carrillo,Manuel,H,2968.04€,38,Santa Cruz de Tenerife
78565836K,Farres Mateo,Eustaquio,H,3417.61€,44,Teruel
41283462A,Martínez Pérez,Carmen,M,692.87€,8,Barcelona
78709034K,Pastor Selles,Loreto,M,2765.16€,6,Badajoz
13343762J,Medina Martínez,Santiago,H,1203.05€,46,Valencia
63639333N,Bernabeu Lemos,Baldomero,H,2242.24€,28,Madrid
86665300N,Vaquer Mercadal,Eleuterio,H,2795.78€,4,Almería
21832410M,Ibáñez Mena,Cristina,M,2484.56€,11,Cádiz
66876984E,Buendía Mora,Nicolás,H,945.87€,8,Barcelona
58084249A,Sastre Bernad,Malaquías,H,656.44€,14,Córdoba
12518181V,Cebrián Aznar,Fermín,H,2711.05€,8,Barcelona
10959189B,Aniorte Pérez,Victoria,M,1244.73€,23,Jaén
89735427F,Martínez Ferre,Ágatha,M,1302.45€,11,Cádiz
33447468V,Moreno Bonilla,Francisco,H,3243.49€,35,Las Palmas
53581057G,Vizcaíno González,Virginia,M,851.97€,8,Barcelona
55988984S,Armas del Río,Raquel,M,2217.18€,33,Asturias
76494334Z,Rodríguez Vargas,Jaime,H,1369.86€,7,Baleares
6692052H,Pardo Barreno,Celia,M,2029.04€,20,Guipúzcoa
71308366V,Plata García,Cecilia,M,3038.77€,1,Álava
6668685L,Rodríguez Muñoz,Jesús,H,2086.95€,28,Madrid
84030306J,Álvarez Megías,Elena,M,2553.74€,31,Navarra
20659585L,Allende Álvarez,Guzmán,H,1737.92€,17,Gerona
4144787A,Rivera Castilla,Enrique,H,1298.26€,4,Almería
60958400M,García Rodríguez,Jorge,H,2141.87€,35,Las Palmas
17935981Y,Molina Murillo,María Paz,M,2495.13€,7,Baleares
82179181C,Prieto Corrales,Iván,H,803.32€,30,Murcia
16144142M,Pérez Lores,Marta,M,2225.61€,28,Madrid
86444157Z,Fort Cuesta,Fernando,H,1925.83€,41,Sevilla
31187227D,Oliver Jiménez,María Jesús,M,652.45€,31,Navarra
83589124V,Borges García,Rosa,M,2386.04€,18,Granada
83394711T,Gómez Cava,Raquel,M,2082.51€,45,Toledo
24166835E,Ballester Vázquez,Nicolás,H,3174.02€,38,Santa Cruz de Tenerife
39613049B,Fernández Cortés,Blanca,M,1474.25€,29,Málaga
79237941C,Pastrana Fernández,Adolfo,H,1402.68€,8,Barcelona
52732775P,Batlle Pena,Gervasia,M,1836.32€,31,Navarra
69725145R,García Barón,Diana,M,2005.18€,8,Barcelona
45925367W,Domínguez Gea,Silvia,M,1019.37€,8,Barcelona
18707448F,Jiménez Lagos,Teófilo,H,1083.86€,46,Valencia
11620711F,Hidalgo Sánchez,César,H,906.49€,7,Baleares
86373709S,Busto Araque,José María,H,2883.76€,7,Baleares
10647939C,Morales Galván,David,H,832.86€,23,Jaén
53051090A,Gil Galindo,María José,M,2887.68€,28,Madrid
21835567B,Herrera García,Óscar,H,2477.05€,46,Valencia
99075601L,Bautista Santana,Sheila,M,2684.21€,18,Granada
14240664F,Guirado Gallegos,Mesalina,M,1869.92€,28,Madrid
29266722G,Tudela Álvarez,Isabel,M,678.19€,28,Madrid
92758449R,Jiménez López,Damián,H,858.1€,35,Las Palmas
47081974P,Peinado Aguilar,Selena,M,3290.44€,15,La Coruña
20047586G,Quintans Valle,Silvia,M,3274.43€,28,Madrid
71523707D,Vázquez Jorge,Jorge,H,2945.04€,8,Barcelona
2574723B,Solorzano Lapuente,Aarón,H,2534.61€,4,Almería
35599681M,Carmona Torrejón,Esperanza,M,2545.11€,8,Barcelona
72403900S,Gila Pérez,Zoraida,M,1864.59€,46,Valencia
15340015G,Salazar Galán,Miguel Angel,H,2488.07€,8,Barcelona
17589443D,Gómez Ares,Concepción,M,3227.17€,1,Álava
24471108M,Valverde Ruiz,Mariano,H,3026.51€,25,Lérida
